Log file for data_sample.py
Start time: 2023-08-02 20:17:53.499132
[ID:1| Order KDO7FITFAI created | Generated 8079 items | Pending 75974137 items]
[ID:340| Order RV6TIAN9SE created | Generated 8455187 items | Pending 67527029 items]
[ID:341| Order ESV9E8XR0O created | Generated 8485468 items | Pending 67496748 items]
[ID:342| Order PKDX7R21JU created | Generated 8510705 items | Pending 67471511 items]
[ID:343| Order W86UU1FOIX created | Generated 8530539 items | Pending 67451677 items]
[ID:344| Order MRJWBSDXUV created | Generated 8540857 items | Pending 67441359 items]
[ID:345| Order YZK1ZZ0XZA created | Generated 8589845 items | Pending 67392371 items]
[ID:346| Order P3X5XGINEW created | Generated 8612447 items | Pending 67369769 items]
[ID:347| Order GOMVXJ2RQC created | Generated 8633327 items | Pending 67348889 items]
[ID:348| Order 2YYBVCCXWH created | Generated 8654293 items | Pending 67327923 items]
[ID:349| Order N0TX3KAYJX created | Generated 8687598 items | Pending 67294618 items]
[ID:350| Order LTAW7WJ9OD created | Generated 8718588 items | Pending 67263628 items]
[ID:351| Order LBQ66DG5YB created | Generated 8725761 items | Pending 67256455 items]
[ID:352| Order C8TH94SU4F created | Generated 8736194 items | Pending 67246022 items]
[ID:353| Order HEQ4W0AZ7A created | Generated 8741055 items | Pending 67241161 items]
[ID:354| Order HMCJ9ZKN8G created | Generated 8768051 items | Pending 67214165 items]
[ID:355| Order 16AOE4WRFT created | Generated 8777920 items | Pending 67204296 items]
[ID:356| Order UXH52AW8Q8 created | Generated 8809224 items | Pending 67172992 items]
[ID:357| Order 6LOMYF5868 created | Generated 8811068 items | Pending 67171148 items]
[ID:358| Order KBS2X1HXXD created | Generated 8830171 items | Pending 67152045 items]
[ID:359| Order M8I0JDB3MM created | Generated 8875317 items | Pending 67106899 items]
[ID:360| Order QFKO0RC9UG created | Generated 8879326 items | Pending 67102890 items]
[ID:361| Order 9F8WNSMTAF created | Generated 8923597 items | Pending 67058619 items]
[ID:362| Order DBCRTMXAHJ created | Generated 8969823 items | Pending 67012393 items]
[ID:363| Order N2JS8NRFHB created | Generated 9002781 items | Pending 66979435 items]
[ID:364| Order MJVGDZ2NRB created | Generated 9036082 items | Pending 66946134 items]
[ID:365| Order II8TCQ04J6 created | Generated 9036122 items | Pending 66946094 items]
[ID:366| Order NWOYKK1IRO created | Generated 9057993 items | Pending 66924223 items]
[ID:367| Order 50X5VTY397 created | Generated 9059950 items | Pending 66922266 items]
[ID:368| Order 5Q6M65FID9 created | Generated 9071102 items | Pending 66911114 items]
[ID:369| Order L38NSJKPA8 created | Generated 9106832 items | Pending 66875384 items]
[ID:370| Order QLLP0LYEYZ created | Generated 9118420 items | Pending 66863796 items]
[ID:371| Order 07THY3NJ24 created | Generated 9141743 items | Pending 66840473 items]
[ID:372| Order 64VVXVWJTC created | Generated 9170612 items | Pending 66811604 items]
[ID:373| Order 4XMGUPUQGU created | Generated 9173577 items | Pending 66808639 items]
[ID:374| Order J7LG5MLHUM created | Generated 9189079 items | Pending 66793137 items]
[ID:375| Order BGXR4JSHGN created | Generated 9235032 items | Pending 66747184 items]
[ID:376| Order 5TBHMRNR2Y created | Generated 9235377 items | Pending 66746839 items]
[ID:377| Order W0BU690BRL created | Generated 9239494 items | Pending 66742722 items]
[ID:378| Order NHLVQB76OY created | Generated 9278945 items | Pending 66703271 items]
[ID:379| Order GB3VVZG476 created | Generated 9304326 items | Pending 66677890 items]
[ID:380| Order K9HYNTHKNF created | Generated 9342187 items | Pending 66640029 items]
[ID:381| Order D5XG1SYDS1 created | Generated 9351043 items | Pending 66631173 items]
[ID:382| Order QRH1LBQWB5 created | Generated 9355000 items | Pending 66627216 items]
[ID:383| Order SYN4I30MMI created | Generated 9397924 items | Pending 66584292 items]
[ID:384| Order PHDZ4PLSWN created | Generated 9405057 items | Pending 66577159 items]
[ID:385| Order O55XV15BN5 created | Generated 9450764 items | Pending 66531452 items]
[ID:386| Order 6R55KXKOBL created | Generated 9467679 items | Pending 66514537 items]
[ID:387| Order EF9W8QB6QP created | Generated 9514762 items | Pending 66467454 items]
[ID:388| Order COQTEOYJJF created | Generated 9555913 items | Pending 66426303 items]
[ID:389| Order R1XAG8ZY81 created | Generated 9559353 items | Pending 66422863 items]
[ID:390| Order 1QKLKLL5BV created | Generated 9603601 items | Pending 66378615 items]
[ID:391| Order ME4HP4TBQP created | Generated 9640229 items | Pending 66341987 items]
[ID:392| Order ICWC3GI99I created | Generated 9677404 items | Pending 66304812 items]
[ID:393| Order YDPAHFKK9W created | Generated 9705151 items | Pending 66277065 items]
[ID:394| Order AUWH77UOW7 created | Generated 9720181 items | Pending 66262035 items]
[ID:395| Order 3A9SUO6T1X created | Generated 9751584 items | Pending 66230632 items]
[ID:396| Order L8PBJHSOM6 created | Generated 9771363 items | Pending 66210853 items]
[ID:397| Order UUK4BFPKQW created | Generated 9810791 items | Pending 66171425 items]
[ID:398| Order GNMD1KVLG8 created | Generated 9832956 items | Pending 66149260 items]
[ID:399| Order D579DH2C7W created | Generated 9838570 items | Pending 66143646 items]
[ID:400| Order 34UENSEI5W created | Generated 9861115 items | Pending 66121101 items]
[ID:401| Order QNDHQP54JF created | Generated 9864166 items | Pending 66118050 items]
[ID:402| Order T6B8A9546H created | Generated 9908379 items | Pending 66073837 items]
[ID:403| Order GK5EGHILZV created | Generated 9912974 items | Pending 66069242 items]
[ID:404| Order 87RD09QKZZ created | Generated 9921802 items | Pending 66060414 items]
[ID:405| Order WPNSS0TCIY created | Generated 9959157 items | Pending 66023059 items]
[ID:406| Order 5EHH5ZHL7U created | Generated 9967268 items | Pending 66014948 items]
[ID:407| Order N0SSRC2BQN created | Generated 9977470 items | Pending 66004746 items]
[ID:408| Order 4U1RL3T7NW created | Generated 9983091 items | Pending 65999125 items]
[ID:409| Order 7FURL0I11C created | Generated 10013520 items | Pending 65968696 items]
[ID:410| Order DNVE14M3KC created | Generated 10048615 items | Pending 65933601 items]
[ID:411| Order T0PS85DU0C created | Generated 10094174 items | Pending 65888042 items]
[ID:412| Order 7NHGEXWB2J created | Generated 10126920 items | Pending 65855296 items]
[ID:413| Order X3XQ0CEMV2 created | Generated 10140384 items | Pending 65841832 items]
[ID:414| Order FJZZ1R9G6K created | Generated 10150930 items | Pending 65831286 items]
[ID:415| Order RWBY9CB52K created | Generated 10152676 items | Pending 65829540 items]
[ID:416| Order X015TYOL7Q created | Generated 10155871 items | Pending 65826345 items]
[ID:417| Order 48CX031R3Z created | Generated 10165350 items | Pending 65816866 items]
[ID:418| Order 91LQWF545N created | Generated 10180089 items | Pending 65802127 items]
[ID:419| Order DK2XCY83SM created | Generated 10214460 items | Pending 65767756 items]
[ID:420| Order 0LYT9FCJW4 created | Generated 10239659 items | Pending 65742557 items]
[ID:421| Order H820O1T5N8 created | Generated 10260326 items | Pending 65721890 items]
[ID:422| Order W8FMJEIJBQ created | Generated 10307554 items | Pending 65674662 items]
[ID:423| Order KNQGVCPYVV created | Generated 10312779 items | Pending 65669437 items]
[ID:424| Order MH3HGK1D35 created | Generated 10355268 items | Pending 65626948 items]
[ID:425| Order UD8CQF3QMP created | Generated 10383087 items | Pending 65599129 items]
[ID:426| Order 1751BF7GWG created | Generated 10404507 items | Pending 65577709 items]
[ID:427| Order ZKIA7J9X50 created | Generated 10444199 items | Pending 65538017 items]
[ID:428| Order ZBQB62LB46 created | Generated 10481408 items | Pending 65500808 items]
[ID:429| Order QKDLYO6XHX created | Generated 10504445 items | Pending 65477771 items]
[ID:430| Order X642OQJUD6 created | Generated 10520148 items | Pending 65462068 items]
[ID:431| Order ZPNWN0350B created | Generated 10555638 items | Pending 65426578 items]
[ID:432| Order MZLJRMNZKK created | Generated 10567212 items | Pending 65415004 items]
[ID:433| Order BX5B6NJ0MX created | Generated 10603986 items | Pending 65378230 items]
[ID:434| Order KD2ZZAJ2W8 created | Generated 10641254 items | Pending 65340962 items]
[ID:435| Order 6FHRV4CFRA created | Generated 10665888 items | Pending 65316328 items]
[ID:436| Order IAHJK9805M created | Generated 10680948 items | Pending 65301268 items]
[ID:437| Order U1ANS34DCI created | Generated 10700990 items | Pending 65281226 items]
[ID:438| Order IBHDTPCVXZ created | Generated 10747183 items | Pending 65235033 items]
[ID:439| Order D1Y99EONHO created | Generated 10784653 items | Pending 65197563 items]
[ID:440| Order VZIBEVZ72P created | Generated 10798512 items | Pending 65183704 items]
[ID:441| Order ID9303RIY7 created | Generated 10827641 items | Pending 65154575 items]
[ID:442| Order DLOMSJLNG6 created | Generated 10837894 items | Pending 65144322 items]
[ID:443| Order G6DJUIX4N2 created | Generated 10882835 items | Pending 65099381 items]
[ID:444| Order GQIET2HP75 created | Generated 10913394 items | Pending 65068822 items]
[ID:445| Order YIZKRJNEJF created | Generated 10930139 items | Pending 65052077 items]
[ID:446| Order HSQ9WS9PLG created | Generated 10949142 items | Pending 65033074 items]
[ID:447| Order CIR6VQNO7Q created | Generated 10958772 items | Pending 65023444 items]
[ID:448| Order YYX0C07OI6 created | Generated 10975884 items | Pending 65006332 items]
[ID:449| Order 65WWVNA8IM created | Generated 11028465 items | Pending 64953751 items]
[ID:450| Order NDN25EON26 created | Generated 11029563 items | Pending 64952653 items]
[ID:451| Order F3QNX9T5L5 created | Generated 11051148 items | Pending 64931068 items]
[ID:452| Order 3PH36NDCB3 created | Generated 11070097 items | Pending 64912119 items]
[ID:453| Order M6K5CUN3XM created | Generated 11092641 items | Pending 64889575 items]
[ID:454| Order H9LSS4PBT4 created | Generated 11094903 items | Pending 64887313 items]
[ID:455| Order V8M9TCPFN9 created | Generated 11131375 items | Pending 64850841 items]
[ID:456| Order QL0X939DCO created | Generated 11155248 items | Pending 64826968 items]
[ID:457| Order 2YAS2A1FB3 created | Generated 11174894 items | Pending 64807322 items]
[ID:458| Order 5Y1896BJ46 created | Generated 11206834 items | Pending 64775382 items]
[ID:459| Order YT890GNNZA created | Generated 11235004 items | Pending 64747212 items]
[ID:460| Order 0N5TNPWKVT created | Generated 11257783 items | Pending 64724433 items]
[ID:461| Order 7817I5532P created | Generated 11289339 items | Pending 64692877 items]
[ID:462| Order X6WUMU75IO created | Generated 11318102 items | Pending 64664114 items]
[ID:463| Order LA10LG81UX created | Generated 11361552 items | Pending 64620664 items]
[ID:464| Order 760K94C3BB created | Generated 11396259 items | Pending 64585957 items]
[ID:465| Order CP4YOMBWE1 created | Generated 11396303 items | Pending 64585913 items]
[ID:466| Order 7H7MC9AJRQ created | Generated 11435075 items | Pending 64547141 items]
[ID:467| Order 4P6CTU0FMK created | Generated 11470853 items | Pending 64511363 items]
[ID:468| Order ADUF2DZNA7 created | Generated 11471623 items | Pending 64510593 items]
[ID:469| Order H5WN4Y2XVK created | Generated 11488595 items | Pending 64493621 items]
[ID:470| Order ADOO7P71H6 created | Generated 11520376 items | Pending 64461840 items]
[ID:471| Order 64E50V1L2N created | Generated 11542809 items | Pending 64439407 items]
[ID:472| Order LGDJ7S84KG created | Generated 11562485 items | Pending 64419731 items]
[ID:473| Order P4RTEPPZ8O created | Generated 11594775 items | Pending 64387441 items]
[ID:474| Order Z86SGXM3L4 created | Generated 11643029 items | Pending 64339187 items]
[ID:475| Order QN6SAWMLSG created | Generated 11666270 items | Pending 64315946 items]
[ID:476| Order HSYBOSL1ER created | Generated 11706506 items | Pending 64275710 items]
[ID:477| Order UWK0CB96X8 created | Generated 11706546 items | Pending 64275670 items]
[ID:478| Order XRM1OZNEM1 created | Generated 11727239 items | Pending 64254977 items]
[ID:479| Order VYN7D2GB9U created | Generated 11732970 items | Pending 64249246 items]
[ID:480| Order 8KRYXGGC06 created | Generated 11737115 items | Pending 64245101 items]
[ID:481| Order BNRSSZ2KHW created | Generated 11763616 items | Pending 64218600 items]
[ID:482| Order HA1QIKQELD created | Generated 11779908 items | Pending 64202308 items]
[ID:483| Order NTNW6GO1AN created | Generated 11800083 items | Pending 64182133 items]
[ID:484| Order VMCAZ419HJ created | Generated 11830260 items | Pending 64151956 items]
[ID:485| Order KIX2VM3W2F created | Generated 11844668 items | Pending 64137548 items]
[ID:486| Order ZYC5W6BPRL created | Generated 11853049 items | Pending 64129167 items]
[ID:487| Order MM1VTVS6Q3 created | Generated 11871701 items | Pending 64110515 items]
[ID:488| Order ZO0YDE84CD created | Generated 11889677 items | Pending 64092539 items]
[ID:489| Order WQKJV4NJ9H created | Generated 11889777 items | Pending 64092439 items]
[ID:490| Order 0DR2N0UBCW created | Generated 11928474 items | Pending 64053742 items]
[ID:491| Order T3H3VAFBO6 created | Generated 11958432 items | Pending 64023784 items]
[ID:492| Order QK2SOB7I0V created | Generated 11984536 items | Pending 63997680 items]
[ID:493| Order 1J8NKFFLUO created | Generated 12021211 items | Pending 63961005 items]
[ID:494| Order 9IOPKEE18I created | Generated 12035473 items | Pending 63946743 items]
[ID:495| Order QTZX8EQGDN created | Generated 12042677 items | Pending 63939539 items]
[ID:496| Order Q37KZ9UGAA created | Generated 12074480 items | Pending 63907736 items]
[ID:497| Order 5NXKGDYS0O created | Generated 12084500 items | Pending 63897716 items]
[ID:498| Order 9NH07CZJ6J created | Generated 12106415 items | Pending 63875801 items]
[ID:499| Order PJDI6RLWC6 created | Generated 12146685 items | Pending 63835531 items]
[ID:500| Order GSL5TE912N created | Generated 12178183 items | Pending 63804033 items]
[ID:501| Order 2Z72LUJ4DX created | Generated 12178483 items | Pending 63803733 items]
[ID:502| Order WIGFGSY7CM created | Generated 12229794 items | Pending 63752422 items]
[ID:503| Order V4DSRK2PBX created | Generated 12251552 items | Pending 63730664 items]
[ID:504| Order WPG59YYX2X created | Generated 12252028 items | Pending 63730188 items]
[ID:505| Order A7PN54NVSA created | Generated 12286540 items | Pending 63695676 items]
[ID:506| Order 9OIMMBV9CZ created | Generated 12314116 items | Pending 63668100 items]
[ID:507| Order L3944GIB3E created | Generated 12318520 items | Pending 63663696 items]
[ID:508| Order U1VC5R6FXJ created | Generated 12348248 items | Pending 63633968 items]
[ID:509| Order 3MG5JGX91Q created | Generated 12397700 items | Pending 63584516 items]
[ID:510| Order 32IG49554T created | Generated 12446500 items | Pending 63535716 items]
[ID:511| Order Q4KJD3C689 created | Generated 12486273 items | Pending 63495943 items]
[ID:512| Order 80YE41RFVE created | Generated 12490714 items | Pending 63491502 items]
[ID:513| Order ZV2MAP9IBC created | Generated 12508866 items | Pending 63473350 items]
[ID:514| Order S1BAKKZXYM created | Generated 12529585 items | Pending 63452631 items]
[ID:515| Order 883CGSA5Q2 created | Generated 12534209 items | Pending 63448007 items]
[ID:516| Order LNREQVXR8N created | Generated 12549992 items | Pending 63432224 items]
[ID:517| Order ZS3YKB6ZE4 created | Generated 12566023 items | Pending 63416193 items]
[ID:518| Order QWXAQH65UQ created | Generated 12590449 items | Pending 63391767 items]
[ID:519| Order A85WJ3CW8X created | Generated 12637081 items | Pending 63345135 items]
[ID:520| Order FGBTGA67AF created | Generated 12688382 items | Pending 63293834 items]
[ID:521| Order GBWAJ16Y2T created | Generated 12690138 items | Pending 63292078 items]
[ID:522| Order ENYJ0SKYLC created | Generated 12723158 items | Pending 63259058 items]
[ID:523| Order 97J2Z8KUCP created | Generated 12764109 items | Pending 63218107 items]
[ID:524| Order KCJMR7QXE7 created | Generated 12802738 items | Pending 63179478 items]
